id,added_date,value
16902582,2025-12-17T13:09:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16906823,2025-12-17T17:33:54,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17131148,2026-01-02T17:24:23,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17150777,2026-01-03T16:24:41,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17439904,2026-01-20T11:08:05,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18015003,2026-02-26T05:34:34,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18159829,2026-03-05T14:36:44,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18287722,2026-03-13T08:13:43,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18307472,2026-03-14T09:17:57,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18039673,2026-02-27T10:28:16,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16799388,2025-12-10T10:59:03,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17650466,2026-02-03T05:46:39,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17922661,2026-02-19T06:59:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17639103,2026-02-02T12:29:20,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17639159,2026-02-02T12:31:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17639167,2026-02-02T12:32:01,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17787579,2026-02-10T11:27:26,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18136809,2026-03-04T19:33:39,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16873429,2025-12-15T15:36:10,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18170151,2026-03-06T01:27:25,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18171573,2026-03-06T06:16:08,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18276548,2026-03-12T13:26:37,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17766236,2026-02-09T08:59:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17766247,2026-02-09T09:00:12,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17799279,2026-02-11T07:43:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16719511,2025-12-05T10:48:58,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16873081,2025-12-15T15:11:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16972221,2025-12-22T09:52:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16976107,2025-12-22T12:04:40,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17056498,2025-12-29T09:09:24,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17065222,2025-12-29T14:10:55,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17124172,2026-01-02T12:49:27,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17176565,2026-01-05T10:10:20,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17177461,2026-01-05T10:28:02,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17209764,2026-01-06T12:27:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17505962,2026-01-24T11:58:10,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17508074,2026-01-24T14:09:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17611291,2026-01-31T09:31:02,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17696811,2026-02-05T08:51:04,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17706700,2026-02-05T13:32:19,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17708708,2026-02-05T14:49:00,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17721875,2026-02-06T07:54:04,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17809843,2026-02-11T16:20:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17825974,2026-02-12T15:23:32,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17928727,2026-02-19T12:14:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18019904,2026-02-26T10:18:42,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18149984,2026-03-05T09:27:20,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18176250,2026-03-06T09:28:01,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18328483,2026-03-16T10:39:56,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18342452,2026-03-17T09:52:04,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18223104,2026-03-09T11:32:24,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18223174,2026-03-09T11:35:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18223202,2026-03-09T11:36:05,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18223507,2026-03-09T11:50:10,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18223689,2026-03-09T11:58:21,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16930468,2025-12-19T09:16:51,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17129930,2026-01-02T16:23:22,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17444197,2026-01-20T15:17:37,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16706032,2025-12-04T23:33:31,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17827226,2026-02-12T16:34:26,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18346047,2026-03-17T12:59:52,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16960678,2025-12-21T14:01:29,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17993560,2026-02-24T15:37:22,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17195079,2026-01-05T21:25:37,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18277409,2026-03-12T14:13:29,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17910619,2026-02-18T10:03:41,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18072724,2026-03-01T10:33:27,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18075405,2026-03-01T14:52:03,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18078173,2026-03-01T18:50:01,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18078330,2026-03-01T19:02:10,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18082064,2026-03-02T06:35:37,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17213946,2026-01-06T14:57:02,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18221487,2026-03-09T10:28:19,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18089061,2026-03-02T11:08:56,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16795340,2025-12-10T08:12:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16814456,2025-12-11T10:05:09,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16996706,2025-12-23T12:33:23,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17082997,2025-12-30T11:47:03,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17292171,2026-01-10T08:05:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17304772,2026-01-11T08:33:07,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17341640,2026-01-13T14:55:03,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17522030,2026-01-26T10:04:05,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17681013,2026-02-04T15:14:23,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17918166,2026-02-18T17:00:50,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18020270,2026-02-26T10:35:20,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18133430,2026-03-04T15:51:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18335509,2026-03-16T17:43:30,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17714568,2026-02-05T19:18:00,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17727242,2026-02-06T10:46:02,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17747997,2026-02-07T11:08:02,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17949482,2026-02-20T16:27:25,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16667818,2025-12-02T21:43:04,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16903553,2025-12-17T14:02:29,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17881802,2026-02-16T11:16:19,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16882616,2025-12-16T10:06:11,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17147047,2026-01-03T12:41:56,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17549949,2026-01-28T07:32:14,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17800993,2026-02-11T09:09:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18178964,2026-03-06T10:51:13,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16795678,2025-12-10T08:30:12,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16824776,2025-12-11T19:55:33,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16841486,2025-12-12T19:08:55,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16951020,2025-12-20T11:39:27,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16969914,2025-12-22T08:30:12,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17094214,2025-12-30T22:18:38,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16785968,2025-12-09T13:41:25,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16833085,2025-12-12T10:56:00,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16854235,2025-12-13T17:48:41,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17962585,2026-02-21T16:09:14,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16932407,2025-12-19T10:29:57,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17764858,2026-02-09T08:05:28,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16825364,2025-12-11T20:44:07,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18029538,2026-02-26T18:33:48,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16797759,2025-12-10T09:55:44,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18195921,2026-03-07T08:24:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17819345,2026-02-12T10:10:22,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16656609,2025-12-02T11:22:42,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16742282,2025-12-06T10:19:49,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16999609,2025-12-23T15:00:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17089702,2025-12-30T16:28:31,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17126328,2026-01-02T13:56:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17302006,2026-01-10T15:08:22,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17508136,2026-01-24T14:14:25,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17593459,2026-01-30T10:48:31,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17597349,2026-01-30T13:26:17,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17659334,2026-02-03T12:40:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17745609,2026-02-07T09:38:24,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17747584,2026-02-07T10:52:00,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17749427,2026-02-07T12:12:40,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17836810,2026-02-13T09:22:48,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17862740,2026-02-14T12:45:38,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17931602,2026-02-19T14:54:08,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17944519,2026-02-20T11:35:18,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18021787,2026-02-26T11:39:53,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18060559,2026-02-28T10:37:53,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18072240,2026-03-01T09:42:57,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18091356,2026-03-02T12:36:58,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18106511,2026-03-03T09:30:03,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18157886,2026-03-05T13:22:14,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18199888,2026-03-07T10:50:40,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16960855,2025-12-21T14:19:26,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16654419,2025-12-02T10:02:19,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16813969,2025-12-11T09:44:49,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16913151,2025-12-18T09:05:14,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16973568,2025-12-22T10:35:26,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16991416,2025-12-23T09:13:31,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16994564,2025-12-23T11:03:23,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17080198,2025-12-30T10:17:39,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17118167,2026-01-02T09:57:36,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17177475,2026-01-05T10:28:25,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17248597,2026-01-08T09:07:48,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17335587,2026-01-13T09:59:49,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17437492,2026-01-20T09:19:25,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17469460,2026-01-22T10:15:38,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17536089,2026-01-27T09:44:47,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17633669,2026-02-02T09:19:47,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17654568,2026-02-03T09:33:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17702740,2026-02-05T11:25:02,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17987038,2026-02-24T09:08:24,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18237829,2026-03-10T09:42:49,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18341783,2026-03-17T09:22:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17960389,2026-02-21T12:37:28,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17960390,2026-02-21T12:37:30,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18146733,2026-03-05T08:10:29,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17392695,2026-01-16T14:56:31,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16894143,2025-12-17T02:47:31,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17011676,2025-12-24T14:13:59,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16888979,2025-12-16T15:41:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17253214,2026-01-08T11:22:52,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17725862,2026-02-06T10:00:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17942243,2026-02-20T09:54:40,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18038679,2026-02-27T09:53:53,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18091470,2026-03-02T12:41:19,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18177387,2026-03-06T10:01:47,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18290973,2026-03-13T10:22:43,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17498146,2026-01-23T21:54:32,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17509852,2026-01-24T18:21:26,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17516414,2026-01-25T20:26:23,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17764015,2026-02-09T07:08:24,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17871855,2026-02-15T17:13:43,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18166120,2026-03-05T19:42:14,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18231352,2026-03-09T19:47:02,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17643953,2026-02-02T16:01:43,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18047113,2026-02-27T15:50:36,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18221799,2026-03-09T10:40:24,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18279095,2026-03-12T15:53:40,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18002021,2026-02-25T09:27:46,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
18339893,2026-03-17T07:51:50,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16648974,2025-12-01T23:45:51,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17774140,2026-02-09T14:28:51,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16655453,2025-12-02T10:39:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16798730,2025-12-10T10:36:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16837150,2025-12-12T14:17:26,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16850246,2025-12-13T11:38:58,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16898826,2025-12-17T10:16:01,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16993760,2025-12-23T10:35:16,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17276534,2026-01-09T11:27:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17335482,2026-01-13T09:56:29,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17492421,2026-01-23T14:53:00,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17508035,2026-01-24T14:06:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17555716,2026-01-28T11:18:14,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17654409,2026-02-03T09:27:44,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17729665,2026-02-06T12:14:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17770423,2026-02-09T11:37:12,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17804734,2026-02-11T11:46:52,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17887441,2026-02-16T16:21:02,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18003102,2026-02-25T10:10:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18089853,2026-03-02T11:38:04,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18153435,2026-03-05T10:58:09,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18177156,2026-03-06T09:54:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18179486,2026-03-06T11:08:52,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18221296,2026-03-09T10:21:24,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18238171,2026-03-10T09:56:48,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17773224,2026-02-09T13:42:31,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
17656941,2026-02-03T11:00:21,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17656979,2026-02-03T11:01:27,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17657004,2026-02-03T11:02:18,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17763275,2026-02-09T05:51:11,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17763278,2026-02-09T05:51:35,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17798398,2026-02-11T06:07:23,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17798400,2026-02-11T06:07:38,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17808859,2026-02-11T15:21:00,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17815116,2026-02-12T05:53:17,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17816031,2026-02-12T07:38:53,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17833399,2026-02-13T06:13:19,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17833406,2026-02-13T06:13:51,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17875799,2026-02-16T05:18:33,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17875800,2026-02-16T05:18:49,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17875804,2026-02-16T05:19:21,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17891783,2026-02-17T05:06:12,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17891794,2026-02-17T05:09:18,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17922047,2026-02-19T05:09:46,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17938229,2026-02-20T05:02:38,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17970903,2026-02-23T05:02:54,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17987859,2026-02-24T09:49:54,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17993084,2026-02-24T14:59:30,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17998330,2026-02-25T05:02:05,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17998331,2026-02-25T05:02:26,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17998333,2026-02-25T05:02:42,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18014893,2026-02-26T05:08:45,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18103159,2026-03-03T06:57:16,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18114077,2026-03-03T14:50:27,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18114088,2026-03-03T14:50:43,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18121327,2026-03-04T05:05:40,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18188863,2026-03-06T18:01:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18245091,2026-03-10T15:40:28,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18245097,2026-03-10T15:40:41,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18317042,2026-03-15T11:04:15,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18338602,2026-03-17T05:11:44,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
18338603,2026-03-17T05:12:10,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
16638204,2025-12-01T11:19:57,"{""value"": false, ""schema"": ""2024-12/schema-boolean""}"
16948320,2025-12-20T09:51:06,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17752294,2026-02-07T15:06:37,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
17928860,2026-02-19T12:22:00,"{""value"": true, ""schema"": ""2024-12/schema-boolean""}"
